Texto,Sentimiento
"@Carnaina Nah, eso son chorradas que se han inventado en la cuarta ola. Cualquiera que defienda los derechos de las mujeres y esté en contra del machismo es feminista.",NEGATIVO
"En lo personal no apoyo la anarquía ni la violencia. Sin embargo las injusticias, el racismo institucionalizado y me atrevo decir el machismo latente que se vive y se aplaude en este país tiene que parar.",POSITIVO
"@LOVREGA Contesten hipócritas dónde están las feministas a modo? donde andas Borolas y la chupitos de Margara? para acabar pronto dónde estás partido de mierda PAN bola de ojetes,  esto es machismo puro , esto es majaderia, sigan cavando su tumba en 2021 ni un voto a este pinche partido.",NEGATIVO
"@dylanxseokjin Por el video borrado de como (tiramisú) sin dolor, se ve que usar el humor negro ya no les causa gracia y tachan cualquier chiste como racismo, homofobia, transfobia, machismo, etcétera.

Todos downs",NEUTRAL
"@jimealbe @Wanda_VB El problema no es que no tenga un superpoder. El problema es que se pone de manifiesto que no es feminista, que siga accionando por el machismo y se haya embanderado una causa que le quedaba enorme y termine dando un mensaje nefasto a las pibas que le creían.
No fue mi caso jamás",NEGATIVO
"@GoldAitana @laguipikiyokian @kaktovpain Al nacer con vulva te asignan ser mujer. Pero hay personas con vulva que son hombres, y en el momento que son leídos como tal, el machismo no les oprime. A quien si que le afecta el machismo es a las mujeres, que pueden tener vagina o pene o ambos genitales en algunos casos.",POSITIVO
"@errequerre19 @Petite_Yulia Tu comentario lo tiene todo: machismo, clasismo, fascismo y capacitismo. Estarás contento. Ya decía yo que posteabas en anónimo",POSITIVO
"@AdriancBrizuela El colectivo de los hombres tampoco se toca los huevos y se los huele. Estas generalizando al pedo. Y el feminismo, personalmente, no me molesta. Ser roñosa, sucia e impresentable no es feminismo ni tampoco machismo.",POSITIVO
@Notetrago20 @Pablolinde Y a las españolas que les den por culo claro..el facherío siempre aflora en machismo..😬💩😤 #NiUnaMenos #NiUnaMas #igualdad #lenguajeinclusivo #mujeres,NEUTRAL
"@Ale_Key1980 @Dana_Corres Son chistosisimas tienen un delirio de persecución durisimo, a todo le ven opresión, violencia, imposición, intolerancia y machismo... Y curiosamente no se dan cuenta que ellas son las que hacen uso de todos esos términos siempre 🤷‍♂️",NEUTRAL
"tolerar el racismo es racismo, tolerar el machismo es machismo, tolerar el fascismo es fascismo... A ver si se os mete en el cabezoo",POSITIVO
"@TorreDisidente @PabloIglesias Si tenias razón en algo la pierdes con la primera frase, en vez de eslomarte tanto a trabajar mirate lo del machismo",NEUTRAL
@VictorVinsmoke @MarMagn1 @Viiiitiiii Segun la rae las mujeres somos el sexo dèbil i el adjetivo fàcil es solo para nosotras. El machismo i la homofobia estan en todas partes😉,POSITIVO
"@Horacio64893859 Tu carta no sirve de nada. No repara daños y son duda solo exhibe peor tu machismo. En serio, ¿crees que ya cumpliste con ese documento?",NEUTRAL
"La verdad es que ya cambié de opinión, no quiero salir. Afuera sólo hay violencia, racismo, machismo, gente sin empatía. Creemos que lo colectivo se _suspendió_ con la cuarentena, pero parece que murió desde hace tiempo, que se nos olvidó cómo es pensar en los demás.",NEUTRAL
@jkrincon Disminuir el machismo ha tomado más tiempo,NEGATIVO
"@EscallierSanty Tristemente mientras sigan existiendo los dinosaurios, van a seguir existiendo el racismo, la homofobia, la xenofobia y el machismo...",NEUTRAL
@LuisOtero11 @frikidelujo Te he faltado al respeto? Donde ves machismo? Soy mujer y si me pongo en plan féminazi podría decir q me acosas. Pero tranquilo no soy podemonguer y no lo voy a hacer. 😁,NEGATIVO
"Si eres equidistante entre fascismo /antifascismo y machismo / feminismo, ponte en contacto con la Seguridad Social.

Igual tienes derecho a una compensación mensual y ni lo sabes...",NEUTRAL
"Los que se enteran de lo hipócrita que es la nefasta de Jimena Barón recién ahora les recuerdo que promocionó una canción suya metiendo la temática de la prostitución y después le echo toda la culpa al machismo cuando ella empezó el quilombo, en fin",NEGATIVO
"El: Ni feminismo ni machismo yo igualdad. No entiendo porque la gente le da tanta fama a esto del negro, pasa todos los días hay que acostumbrarse ya.

Also él:
: Pero me da que has cogido una muy mala imagen mía
: Y me parece más un mal entendido",NEUTRAL
"✋🏾No es estereotipo de belleza, es racismo

✋🏾No es selección natural, es clasismo

✋🏾No es instinto maternal, es machismo

✋🏾No es instinto de supervivencia, es individualismo

✋🏾No es pasado versus futuro, es anticomunismo

✋🏾No es políticamente incorrecto, es fascismo

Basta.",POSITIVO
"Si, John McCarthy, seguro que vuestro país se va a ir a la mierda porque saqueen Tesco. Se va a la mierda por su racismo, su homofobia, su liberalismo, su machismo y su facilidad para disparar a todo lo que se mueve. Ah, y por su gilipollez para creerse que la lejía mata virus",NEGATIVO
"@frizzylis un hombre obrero no se beneficia del machismo. no es sumarle un punto a el. es quitarselo a ella. no ganas puntos por la discriminación de otros que en un principio estan en tu terreno, solo que no los pierdes. no tienes poder sobre los puntos que ganas, ergo no tienes privilegio",NEUTRAL
"yg muy bien sabe que el fandom más grande internacionalmente y fuera de asia, lo tiene blackpink con blink, y se piensa que vamos a apoyar a su banda

estoy harta, de verdad, no soporto el machismo de esa empresa con ellas, ellas los mantienen, gracias a ellas es todo.",NEUTRAL
"Racismo, machismo, transfobia... ¿me dejo algo más?  Seguramente. Todos aquellos que apoyáis esas ideas tenéis la misma culpa que las personas que lideran ese partido.",NEGATIVO
"Yo flipo con la gente que dice. Es mi opinión, es mi opinión ninin hay que respetar ninin. Pero VAMOS A VER el racismo NO es una opinión, la Lgtbfobia NO es una opinión, ni el machismo ni ser un maldito nazi es una opinión. Es ODIO. Parece que se os fue la cabeza a todos.",NEUTRAL
"Habrá alguien más retrógrado que mi viejo y mi hermano??Yo creo que si pero ahora ,en este momento ,en mi casa TENGO DOS MENTES CERRADAS. No los banco mas ,por dios,cada día confirmo más que el machismo jamás se va a terminar",NEUTRAL
"@RubenAl78199068 @Nanjm13 @laverdadocult14 @emariana74 Hasta si fuera broma es malisima, escupes machismo, mi más sentida lastima por las mujeres a tu alrededor.
Y los que te aplauden, igual de misoginos dando like a tu comentario.",NEUTRAL
"@SFV__P @pablong_ Así es, es un creer que como se está en una ""posición superior"" las emociones son un signo de debilidad no digno del cargo.
El machismo explicito sobre las emociones de las mujeres particularmente, y la rudeza que deben tener los hombres.",POSITIVO
"Es que no es la primera vez que al haber una foto de una tía con un arma o un vídeo de una pegando tiros aparezca un señor diciendo: ""¿veis feminazis? Allí no existe el machismo porque les meten un tiro"".",NEGATIVO
"En efecto #EspañaNoAguantaMás racismo, machismo y homofobia. Por eso necesitamos cada vez más tener un partido como @PODEMOS en el gobierno",NEUTRAL
"@witchydulles Ahhh perdón no sabia que hablaba con alguien inexistente... 
faaa tan rápido te hartas? Que aburrida. Una cosa es sufrir machismo porque no siguen el genero, lo estipulado o la normativa  y otra muy distinta es sufrir de opresión por ser mujer, por tener vulva.",POSITIVO
"@Choconina3C273 @pablong_ Jamás explicó por qué uno puede quebrarse en ciertos momentos y en otros no... Quién decide? Él? Por qué hay que aguantarse? Para mostrarse fuerte? Por qué mostrarse fuerte? Ese tipo de comentarios está lleno de machismo, nos han enseñado a reprimirnos para demostrar fortaleza",NEUTRAL
"López Gatell fue machista. 
Darle un trato diferenciado a una mujer, subestimarla, apelar a los discursos biológicos -como antaño- para explicar sus carencias mentales es machismo.",POSITIVO
machismo :/,NEGATIVO
"@sfcazon @futurockOk Acá socia de futu que trabaja en el Hospital Italiano. El nivel de machismo, más su nula representación de los trabajadores de salud, explican su posición y sus respuestas vacías sobre les compañeros repartidores. Estoy cansada de este nivel de burocracia",POSITIVO
"@Mzavalagc Majadería es aferrarse al poder y suponer que la gente es pendeja, el machismo aquí es el tuyo, por querer minimizar que la senadora se portó necia y lerda, aclaro que quizá no sea su culpa, lamentable el guión que fue el verdadero culpable d ese golpe de sinceridad d @HLGatell",NEGATIVO
@preinak Pero cuando esa falta de profesionalidad se ceba en un sexo se convierte en machismo. Esa es mi sospecha...,NEUTRAL
"@asombrada_muy @protestona1 Pero no representa a un partido. Es como el ""habría qie azotarla hasta sangrar"" de a Pablo Iglesias, máximo dirigente de un partido, y unas palabras q destilan machismo y violencia por todos lados. Pero cuando la izquierda de forma selectiva llama putas a las de otros partidos...",NEGATIVO
"@Bombonilla_ Eso no lo determina la fobia hacia x colectivo con x gusto, eso son vestigios de machismo. Y lo otro, también me dicen a mí que soy idiota y no sé lo que hago porque no me atrae la gente con barba y eso no lo convierte en una opresión sistemática.",NEUTRAL
"@mariaponcce @ppatricialonso @Fattbd2 Se ve el progreso...

Verás las colas del paro cómo van a progresar en unos meses. ☺️

Menos racismo y machismo y más currar. Panda de vagos.

Que no habéis cotizado ni un año en vuestra puta vida y os creéis que estáis haciendo algo por twittear muy fuerte.

Sois pateticos.",NEGATIVO
"@m_Valle5 Gilipollez grande,nada que ver con machismo,su nivel está lejísimos del fútbol masculino,lo diga quien lo diga",NEGATIVO
"@Jogrillo2 @IlpapaRomano @Beth_Lady_ @TommyInfidel tu eres un desgraciado, como se te ocurre decir eso pedazo de asqueroso, seguro que con la misma boca con la que llamas puta aúna mujer también niegas que exista el machismo... repugnante",NEGATIVO
"@ldpsincomplejos Lo que @PabloIglesias ha hecho es puro machismo por guardar sin consentimiento material sensible y ella de feminista poco por no seguir adelante con el proceso judicial a cambio de que el denunciado te de trabajo para que no hables, patriarcado heterosexual nivel máximo",NEGATIVO
"@Santi_ABASCAL @vox_es El peligro eres tu, tu partido, tus votantes, tus ideales, tu fascismo, tu homofóbia, tu machismo, tu viviendo del cuento, y podría seguir, así que, solo diré  una frase mas: a vuestro partido y vuestros ideales, no se dialoga se le combate",NEGATIVO
El machismo en el area de la salud empieza cuando crees que por ser mujer soy la enfermera y no la doctora.,NEUTRAL
"@RobertoVegaRam2 @todoesmentiratv Machismo es anteponer la ideología que a la salud de millones de españoles
Asco y vergüenza",NEUTRAL
"@todoesmentiratv Q arrogancia Risto? Lo q no se puede es criminalizar el 8M cuando hubieron esos días multitud d manifestaciones d otro tipo,partids d fútbol, conciertos, etc. Criminalizar el 8m es machismo",NEUTRAL
@asolers Más que machismo falta de profesionalidad.,NEUTRAL
"@alm4g00 @MariCasticha @mayenazol Cuanto machismo en una sola mujer, vaya.",NEUTRAL
"Los fajardos del racismo y del machismo:
All lives matter🤡🤡🤡
Not all men🤡🤡🤡",NEGATIVO
"Celebran las protestas gringas, pero criminalizan a las feministas. En fin, el machismo",NEGATIVO
@IreneMontero porque el #VicePandemias se las busca limitaditas? #machismo de @PabloIglesias ?,NEUTRAL
@todoesmentiratv Sois muy PPesados con el 8M Acaso defendéis el machismo? Pregunto!,NEGATIVO
"Pienso que el machismo, la homofobia y el racismo, son manifestaciones de lo mismo; inseguridad.",NEUTRAL
"@Fran_suarezzz @isaacfcorrales Equidistantes son los que argumentan como lo hago yo en el tuit, que es deliberadamente exagerado para que se entienda que es una broma. Son por ejemplo los que dicen “ni machismo ni feminismo, igualdad”, pero en serio.",NEGATIVO
Me arrepiento de todas las veces que hice parte del machismo al criticar a otras mujeres por como vivían su sexualidad e intimidad. De las veces que critiqué a chicas adolescentes por quedar embarazadas y no a los machitos que las dejaban solas en el proceso+,NEUTRAL
@MartaBarbosaM Ahora es machismo no querer volver con la ex novia reculeada! Ahh Bueno!! 🤷🏽‍♂️,NEGATIVO
"@pardodevera ha dicho que el machismo ha matado mas que ETA.... se olvida decir que este gobierno indecente e inutil lleva, que sepamos, 43.000 que han dejado atras. ¿A que no tienes ahora cojones a decir que el machismo mata mas que el coronavirus?",NEUTRAL
@NataliaLpezSnc2 @FernandoBardera @boulman9 @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb La que no he nacido víctima soy yo que lucho por la igualdad.. Negar el machismo tiene un nombre se llama fascismo.. En este tipo de cosas no se puede titubear hay que ser contundente contra la intolerancia tolerancia cero.. Esto pasa por darle cabida a partidos que generan odio,NEUTRAL
"@estoydepasooo @frikidelujo Ya estamos faltando al respeto y con el machismo rancio, de la derechita desatada😂",POSITIVO
@alombard_ No me seas equidistante... No es lo mismo el fascismo que el antifascismo igual que tmp lo es el machismo y el feminismo. La actitud de la extrema derecha es la de no aceptar a un Gobierno democrático al que acusa de controlar a la población y ser responsable de 30.000 muertes,NEUTRAL
"@asombrada_muy @protestona1 A lo qie voy es que ese discurso ""feminista"" se ha ido degenerando muchísimo, y que ha terminado por usarse el machismo para señalar todo tipo de comportamientos, un concepto comodín al estilo del d facha. Y todo eso lo denuncia Vox. Y lo comparto. Q tengo objecciones  tb cnellos",NEUTRAL
